No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,Air_Quality_Category
10370,2014,5,7,1,110.0,151.0,15.0,100.0,2200.0,5.0,12.6,997.3,11.2,0.0,NNE,0.5,Wanliu,2014-05-07 01:00:00,Unhealthy
10371,2014,5,7,2,135.0,184.0,22.0,99.0,2700.0,2.0,11.6,997.0,10.5,0.0,N,0.1,Wanliu,2014-05-07 02:00:00,Unhealthy
10372,2014,5,7,3,126.0,176.0,13.0,102.0,2600.0,2.0,11.5,997.2,10.7,0.0,ENE,1.0,Wanliu,2014-05-07 03:00:00,Unhealthy
10373,2014,5,7,4,125.0,136.0,9.0,97.0,2800.0,2.0,11.2,997.8,9.5,0.0,E,0.7,Wanliu,2014-05-07 04:00:00,Unhealthy
10374,2014,5,7,5,121.0,147.0,11.0,97.0,2200.0,2.0,11.0,998.7,8.9,0.0,ENE,0.1,Wanliu,2014-05-07 05:00:00,Unhealthy
10375,2014,5,7,6,118.0,170.0,10.0,106.0,1700.0,2.0,12.9,999.7,9.0,0.0,NNE,0.7,Wanliu,2014-05-07 06:00:00,Unhealthy
10376,2014,5,7,7,122.0,169.0,14.0,103.0,1500.0,2.0,16.7,1000.4,4.4,0.0,NNE,2.8,Wanliu,2014-05-07 07:00:00,Unhealthy
10377,2014,5,7,8,125.0,146.0,32.0,90.0,1400.0,13.0,19.9,1000.7,0.3,0.0,N,4.0,Wanliu,2014-05-07 08:00:00,Unhealthy
10378,2014,5,7,9,71.0,71.0,18.0,42.0,700.0,47.0,20.6,1001.3,0.9,0.0,N,2.5,Wanliu,2014-05-07 09:00:00,Moderate
10379,2014,5,7,10,57.0,62.0,10.0,31.0,500.0,56.0,21.7,1001.5,-0.4,0.0,N,3.9,Wanliu,2014-05-07 10:00:00,Moderate
10380,2014,5,7,11,39.0,53.0,11.0,25.0,400.0,67.0,22.8,1001.6,-0.7,0.0,N,4.3,Wanliu,2014-05-07 11:00:00,Moderate
10381,2014,5,7,12,36.0,58.0,9.0,20.0,400.0,78.0,24.0,1001.3,-0.4,0.0,N,3.1,Wanliu,2014-05-07 12:00:00,Moderate
10382,2014,5,7,13,49.0,53.0,7.0,17.0,300.0,87.0,25.1,1000.8,-3.4,0.0,N,4.2,Wanliu,2014-05-07 13:00:00,Moderate
10383,2014,5,7,14,33.0,41.0,8.0,17.0,300.0,85.0,24.9,1000.2,-3.5,0.0,NNW,3.3,Wanliu,2014-05-07 14:00:00,Good
10384,2014,5,7,15,28.0,38.0,7.0,17.0,300.0,84.0,25.1,1000.4,-4.3,0.0,NNW,3.9,Wanliu,2014-05-07 15:00:00,Good
10385,2014,5,7,16,20.0,21.0,6.0,19.0,300.0,83.0,26.0,1000.5,-4.6,0.0,N,1.9,Wanliu,2014-05-07 16:00:00,Good
10386,2014,5,7,17,19.0,19.0,6.0,21.0,300.0,81.0,24.8,1001.8,-4.5,0.0,NNE,1.5,Wanliu,2014-05-07 17:00:00,Good
10387,2014,5,7,18,43.0,43.0,4.0,22.0,300.0,75.0,22.7,1002.7,-3.6,0.0,NE,1.7,Wanliu,2014-05-07 18:00:00,Moderate
10388,2014,5,7,19,245.0,245.0,2.0,25.0,300.0,71.0,19.2,1004.1,-0.8,0.0,NW,0.4,Wanliu,2014-05-07 19:00:00,Very Unhealthy
10389,2014,5,7,20,500.0,500.0,2.0,40.0,300.0,56.0,17.0,1005.7,-0.3,0.0,ENE,0.9,Wanliu,2014-05-07 20:00:00,Very Unhealthy
10390,2014,5,7,21,31.0,111.0,3.0,105.0,600.0,4.0,19.0,1006.3,-2.1,0.0,E,1.8,Wanliu,2014-05-07 21:00:00,Good
10391,2014,5,7,22,16.0,37.0,2.0,52.0,400.0,49.0,17.9,1007.5,-2.4,0.0,E,1.3,Wanliu,2014-05-07 22:00:00,Good
10392,2014,5,7,23,18.0,33.0,2.0,33.0,300.0,60.0,15.5,1007.9,3.9,0.0,NNE,0.6,Wanliu,2014-05-07 23:00:00,Good
10393,2014,5,8,0,27.0,135.0,6.0,59.0,600.0,37.0,13.9,1008.4,8.9,0.0,S,1.0,Wanliu,2014-05-08 00:00:00,Good
10394,2014,5,8,1,56.0,241.0,8.0,88.0,900.0,25.0,13.1,1008.7,9.7,0.0,SW,1.7,Wanliu,2014-05-08 01:00:00,Moderate
10395,2014,5,8,2,97.0,177.0,7.0,85.0,1100.0,24.0,11.4,1008.9,9.3,0.0,SW,0.1,Wanliu,2014-05-08 02:00:00,Unhealthy
10396,2014,5,8,3,123.0,146.0,7.0,97.0,1300.0,7.0,10.6,1009.6,9.4,0.0,WSW,0.5,Wanliu,2014-05-08 03:00:00,Unhealthy
10397,2014,5,8,4,116.0,135.0,6.0,101.0,1300.0,2.0,10.3,1009.3,9.2,0.0,N,0.0,Wanliu,2014-05-08 04:00:00,Unhealthy
10398,2014,5,8,5,111.0,120.0,5.0,105.0,1300.0,2.0,10.3,1010.1,9.5,0.0,N,0.7,Wanliu,2014-05-08 05:00:00,Unhealthy
10399,2014,5,8,6,112.0,123.0,6.0,90.0,1600.0,17.0,11.2,1010.4,7.5,0.0,ENE,0.8,Wanliu,2014-05-08 06:00:00,Unhealthy
10400,2014,5,8,7,114.0,141.0,8.0,101.0,1800.0,4.0,14.8,1010.5,8.7,0.0,ENE,1.1,Wanliu,2014-05-08 07:00:00,Unhealthy
10401,2014,5,8,8,101.0,133.0,20.0,107.0,1600.0,2.0,17.6,1010.7,9.2,0.0,NNE,1.1,Wanliu,2014-05-08 08:00:00,Unhealthy
10402,2014,5,8,9,97.0,163.0,25.0,101.0,1400.0,28.0,19.5,1010.6,7.2,0.0,WSW,2.3,Wanliu,2014-05-08 09:00:00,Unhealthy
10403,2014,5,8,10,79.0,79.0,23.0,58.0,1000.0,76.0,19.9,1010.1,7.9,0.0,WSW,2.3,Wanliu,2014-05-08 10:00:00,Unhealthy
10404,2014,5,8,11,79.0,5.0,20.0,42.0,800.0,92.0,21.4,1008.8,9.0,0.0,SSW,2.1,Wanliu,2014-05-08 11:00:00,Unhealthy
10405,2014,5,8,12,32.0,55.0,18.0,33.0,800.0,104.0,22.0,1008.0,7.4,0.0,SSW,2.4,Wanliu,2014-05-08 12:00:00,Good
10406,2014,5,8,13,65.0,70.0,17.0,33.0,800.0,113.0,21.9,1006.9,7.3,0.0,SSW,3.8,Wanliu,2014-05-08 13:00:00,Moderate
10407,2014,5,8,14,48.0,64.0,15.0,33.0,800.0,114.0,21.7,1006.7,7.1,0.0,SW,3.2,Wanliu,2014-05-08 14:00:00,Moderate
10408,2014,5,8,15,59.0,67.0,15.0,37.0,800.0,118.0,21.6,1006.0,7.0,0.0,SSW,3.1,Wanliu,2014-05-08 15:00:00,Moderate
10409,2014,5,8,16,48.0,89.0,15.0,42.0,800.0,123.0,22.2,1005.5,6.8,0.0,SW,1.5,Wanliu,2014-05-08 16:00:00,Moderate
10410,2014,5,8,17,54.0,83.0,15.0,44.0,700.0,127.0,21.7,1005.5,6.4,0.0,S,1.8,Wanliu,2014-05-08 17:00:00,Moderate
10411,2014,5,8,18,41.0,73.0,14.0,45.0,700.0,128.0,21.3,1005.7,5.6,0.0,SSW,1.8,Wanliu,2014-05-08 18:00:00,Moderate
10412,2014,5,8,19,51.0,82.0,13.0,51.0,700.0,120.0,19.9,1006.4,5.9,0.0,SSE,1.9,Wanliu,2014-05-08 19:00:00,Moderate
10413,2014,5,8,20,64.0,113.0,17.0,68.0,1000.0,92.0,19.2,1007.3,5.6,0.0,SSE,1.7,Wanliu,2014-05-08 20:00:00,Moderate
10414,2014,5,8,21,56.0,119.0,20.0,68.0,1300.0,76.0,18.6,1007.8,4.0,0.0,SSE,1.5,Wanliu,2014-05-08 21:00:00,Moderate
10415,2014,5,8,22,49.0,76.0,22.0,71.0,1200.0,65.0,18.3,1008.8,6.5,0.0,SW,0.5,Wanliu,2014-05-08 22:00:00,Moderate
10416,2014,5,8,23,55.0,126.0,28.0,72.0,1100.0,60.0,17.6,1008.9,7.0,0.0,SSE,1.8,Wanliu,2014-05-08 23:00:00,Moderate
10417,2014,5,9,0,63.0,114.0,29.0,77.0,1100.0,53.0,17.5,1008.9,7.2,0.0,SSE,1.4,Wanliu,2014-05-09 00:00:00,Moderate
10418,2014,5,9,1,69.0,116.0,33.0,80.0,1100.0,44.0,16.6,1009.1,8.8,0.0,NE,1.1,Wanliu,2014-05-09 01:00:00,Moderate
10419,2014,5,9,2,72.0,116.0,30.0,71.0,1100.0,47.0,16.3,1009.1,7.5,0.0,NNE,0.9,Wanliu,2014-05-09 02:00:00,Moderate
10420,2014,5,9,3,66.0,116.0,28.0,73.0,1100.0,43.0,16.2,1008.8,7.9,0.0,E,1.0,Wanliu,2014-05-09 03:00:00,Moderate
10421,2014,5,9,4,54.0,74.0,24.0,73.0,900.0,41.0,16.1,1008.8,6.2,0.0,E,0.9,Wanliu,2014-05-09 04:00:00,Moderate
10422,2014,5,9,5,45.0,63.0,24.0,56.0,800.0,53.0,16.3,1009.2,6.1,0.0,NNE,1.0,Wanliu,2014-05-09 05:00:00,Moderate
10423,2014,5,9,6,52.0,67.0,35.0,63.0,1500.0,48.0,16.9,1009.3,4.9,0.0,ESE,1.4,Wanliu,2014-05-09 06:00:00,Moderate
10424,2014,5,9,7,76.0,116.0,53.0,90.0,2200.0,35.0,17.1,1009.6,4.7,0.0,ESE,1.1,Wanliu,2014-05-09 07:00:00,Unhealthy
10425,2014,5,9,8,76.0,117.0,62.0,102.0,2600.0,29.0,17.5,1009.7,5.7,0.0,SE,2.3,Wanliu,2014-05-09 08:00:00,Unhealthy
10426,2014,5,9,9,85.0,138.0,64.0,105.0,2800.0,28.0,16.9,1010.2,7.3,0.0,ESE,2.3,Wanliu,2014-05-09 09:00:00,Unhealthy
10427,2014,5,9,10,82.0,152.0,60.0,94.0,2600.0,34.0,16.8,1010.2,8.5,0.0,SE,1.1,Wanliu,2014-05-09 10:00:00,Unhealthy
10428,2014,5,9,11,82.0,152.0,51.0,78.0,2200.0,44.0,16.8,1010.3,9.0,0.0,NE,1.2,Wanliu,2014-05-09 11:00:00,Unhealthy
10429,2014,5,9,12,82.0,77.0,42.0,66.0,1700.0,55.0,17.5,1009.7,9.4,0.0,ENE,1.4,Wanliu,2014-05-09 12:00:00,Unhealthy
10430,2014,5,9,13,46.0,102.0,39.0,58.0,1400.0,65.0,18.6,1009.1,8.8,0.0,ESE,1.7,Wanliu,2014-05-09 13:00:00,Moderate
10431,2014,5,9,14,73.0,101.0,39.0,55.0,1300.0,73.0,18.8,1008.6,8.7,0.0,E,1.7,Wanliu,2014-05-09 14:00:00,Moderate
10432,2014,5,9,15,68.0,106.0,33.0,56.0,1400.0,76.0,18.6,1008.0,8.3,0.0,NE,1.0,Wanliu,2014-05-09 15:00:00,Moderate
10433,2014,5,9,16,75.0,127.0,32.0,71.0,1500.0,63.0,18.9,1007.4,8.2,0.0,NE,0.9,Wanliu,2014-05-09 16:00:00,Moderate
10434,2014,5,9,17,76.0,131.0,34.0,80.0,1500.0,59.0,19.6,1007.1,4.5,0.0,NNE,0.9,Wanliu,2014-05-09 17:00:00,Unhealthy
10435,2014,5,9,18,53.0,102.0,25.0,56.0,900.0,104.0,19.1,1007.9,4.4,0.0,E,0.9,Wanliu,2014-05-09 18:00:00,Moderate
10436,2014,5,9,19,38.0,96.0,18.0,44.0,500.0,113.0,18.6,1009.1,4.7,0.0,E,2.6,Wanliu,2014-05-09 19:00:00,Moderate
10437,2014,5,9,20,36.0,107.0,12.0,40.0,500.0,112.0,17.7,1009.7,5.6,0.0,E,1.4,Wanliu,2014-05-09 20:00:00,Moderate
10438,2014,5,9,21,44.0,123.0,15.0,44.0,700.0,101.0,16.8,1009.9,5.7,0.0,S,1.1,Wanliu,2014-05-09 21:00:00,Moderate
10439,2014,5,9,22,53.0,122.0,22.0,47.0,1100.0,92.0,16.2,1010.4,5.8,0.0,SE,0.8,Wanliu,2014-05-09 22:00:00,Moderate
10440,2014,5,9,23,51.0,100.0,23.0,42.0,1000.0,95.0,15.7,1010.5,6.4,0.0,ESE,1.6,Wanliu,2014-05-09 23:00:00,Moderate
10441,2014,5,10,0,52.0,92.0,23.0,46.0,1100.0,84.0,15.9,1010.5,7.1,0.0,NE,0.7,Wanliu,2014-05-10 00:00:00,Moderate
10442,2014,5,10,1,51.0,86.0,23.0,42.0,1100.0,81.0,15.1,1010.1,6.4,0.0,E,1.7,Wanliu,2014-05-10 01:00:00,Moderate
10443,2014,5,10,2,40.0,80.0,27.0,41.0,1100.0,75.0,15.0,1009.9,6.3,0.0,ENE,0.0,Wanliu,2014-05-10 02:00:00,Moderate
10444,2014,5,10,3,43.0,74.0,28.0,45.0,1000.0,66.0,14.3,1010.0,7.6,0.0,ENE,0.8,Wanliu,2014-05-10 03:00:00,Moderate
10445,2014,5,10,4,36.0,69.0,29.0,42.0,1000.0,66.0,13.6,1010.3,7.4,0.0,ENE,0.5,Wanliu,2014-05-10 04:00:00,Moderate
10446,2014,5,10,5,35.0,73.0,27.0,42.0,1100.0,60.0,13.9,1010.7,7.0,0.0,NE,1.0,Wanliu,2014-05-10 05:00:00,Good
10447,2014,5,10,6,40.0,78.0,30.0,45.0,1100.0,57.0,14.9,1011.0,6.5,0.0,ENE,1.2,Wanliu,2014-05-10 06:00:00,Moderate
10448,2014,5,10,7,39.0,75.0,34.0,49.0,1200.0,57.0,15.7,1011.2,6.9,0.0,E,1.4,Wanliu,2014-05-10 07:00:00,Moderate
10449,2014,5,10,8,41.0,82.0,39.0,53.0,1200.0,56.0,16.1,1011.2,7.3,0.0,NE,2.8,Wanliu,2014-05-10 08:00:00,Moderate
10450,2014,5,10,9,45.0,87.0,40.0,52.0,1200.0,60.0,17.1,1011.2,7.7,0.0,ENE,1.7,Wanliu,2014-05-10 09:00:00,Moderate
10451,2014,5,10,10,48.0,88.0,42.0,51.0,1200.0,62.0,17.2,1011.6,7.5,0.0,ENE,1.6,Wanliu,2014-05-10 10:00:00,Moderate
10452,2014,5,10,11,51.0,97.0,42.0,50.0,1200.0,67.0,17.5,1011.1,7.8,0.0,NE,1.7,Wanliu,2014-05-10 11:00:00,Moderate
10453,2014,5,10,12,52.0,92.0,39.0,51.0,1100.0,71.0,17.8,1011.1,8.1,0.0,ENE,1.5,Wanliu,2014-05-10 12:00:00,Moderate
10454,2014,5,10,13,55.0,94.0,40.0,56.0,1300.0,70.0,18.8,1010.2,7.9,0.0,NE,2.1,Wanliu,2014-05-10 13:00:00,Moderate
10455,2014,5,10,14,59.0,100.0,44.0,59.0,1400.0,70.0,19.3,1009.7,8.0,0.0,NE,2.0,Wanliu,2014-05-10 14:00:00,Moderate
10456,2014,5,10,15,60.0,119.0,44.0,56.0,1300.0,80.0,19.2,1009.3,7.3,0.0,NNE,2.2,Wanliu,2014-05-10 15:00:00,Moderate
10457,2014,5,10,16,62.0,107.0,36.0,56.0,1200.0,85.0,19.0,1009.1,7.7,0.0,NNE,1.7,Wanliu,2014-05-10 16:00:00,Moderate
10458,2014,5,10,17,56.0,114.0,33.0,72.0,1200.0,73.0,18.6,1008.6,8.3,0.0,NE,1.5,Wanliu,2014-05-10 17:00:00,Moderate
10459,2014,5,10,18,56.0,114.0,30.0,71.0,1300.0,72.0,18.0,1009.0,8.0,0.0,NE,1.2,Wanliu,2014-05-10 18:00:00,Moderate
10460,2014,5,10,19,60.0,126.0,28.0,80.0,1300.0,61.0,16.7,1009.1,8.9,0.0,N,1.1,Wanliu,2014-05-10 19:00:00,Moderate
10461,2014,5,10,20,65.0,128.0,26.0,108.0,1400.0,30.0,16.4,1010.1,9.1,0.0,N,0.0,Wanliu,2014-05-10 20:00:00,Moderate
10462,2014,5,10,21,67.0,137.0,24.0,134.0,1500.0,9.0,17.2,1010.5,6.1,0.0,SSE,2.0,Wanliu,2014-05-10 21:00:00,Moderate
10463,2014,5,10,22,66.0,128.0,21.0,117.0,1500.0,13.0,14.7,1010.9,9.1,0.1,S,0.5,Wanliu,2014-05-10 22:00:00,Moderate
10464,2014,5,10,23,31.0,64.0,16.0,42.0,800.0,78.0,13.0,1010.5,10.9,0.9,N,0.6,Wanliu,2014-05-10 23:00:00,Good
10465,2014,5,11,0,27.0,43.0,8.0,35.0,900.0,62.0,11.7,1009.7,10.4,1.9,NE,1.9,Wanliu,2014-05-11 00:00:00,Good
10466,2014,5,11,1,34.0,49.0,5.0,60.0,1100.0,19.0,10.7,1008.2,9.9,3.1,NNE,1.8,Wanliu,2014-05-11 01:00:00,Good
10467,2014,5,11,2,47.0,47.0,4.0,45.0,1300.0,33.0,10.5,1006.9,10.0,2.0,ENE,2.1,Wanliu,2014-05-11 02:00:00,Moderate
10468,2014,5,11,3,50.0,50.0,5.0,36.0,1300.0,38.0,10.9,1005.9,10.6,1.7,NE,2.1,Wanliu,2014-05-11 03:00:00,Moderate
10469,2014,5,11,4,53.0,53.0,5.0,41.0,1300.0,27.0,11.1,1005.2,10.9,1.2,NE,0.8,Wanliu,2014-05-11 04:00:00,Moderate
10470,2014,5,11,5,50.0,50.0,4.0,46.0,1200.0,21.0,11.0,1004.4,10.8,2.9,NE,1.5,Wanliu,2014-05-11 05:00:00,Moderate
10471,2014,5,11,6,48.0,48.0,4.0,35.0,1100.0,41.0,11.0,1003.9,10.8,0.8,NE,1.5,Wanliu,2014-05-11 06:00:00,Moderate
10472,2014,5,11,7,41.0,41.0,5.0,24.0,900.0,57.0,11.1,1003.6,10.9,2.8,NE,2.0,Wanliu,2014-05-11 07:00:00,Moderate
10473,2014,5,11,8,37.0,37.0,5.0,31.0,900.0,50.0,11.2,1003.6,11.0,3.3,ENE,1.5,Wanliu,2014-05-11 08:00:00,Moderate
10474,2014,5,11,9,33.0,33.0,4.0,37.0,900.0,46.0,11.2,1002.9,11.0,3.5,NE,1.3,Wanliu,2014-05-11 09:00:00,Good
10475,2014,5,11,10,29.0,29.0,4.0,44.0,900.0,41.0,11.3,1002.0,11.0,1.5,NNE,1.4,Wanliu,2014-05-11 10:00:00,Good
10476,2014,5,11,11,23.0,23.0,5.0,39.0,800.0,52.0,11.4,1000.9,10.9,1.2,NE,1.0,Wanliu,2014-05-11 11:00:00,Good
10477,2014,5,11,12,11.0,11.0,4.0,28.0,600.0,72.0,11.7,999.8,11.1,0.7,NNE,1.5,Wanliu,2014-05-11 12:00:00,Good
10478,2014,5,11,13,11.0,11.0,4.0,25.0,500.0,76.0,12.8,998.7,11.7,0.5,NNE,1.2,Wanliu,2014-05-11 13:00:00,Good
10479,2014,5,11,14,11.0,11.0,4.0,24.0,600.0,78.0,13.6,997.5,10.9,0.2,NE,2.0,Wanliu,2014-05-11 14:00:00,Good
10480,2014,5,11,15,11.0,11.0,5.0,20.0,500.0,89.0,14.1,996.7,9.5,0.0,NNW,1.7,Wanliu,2014-05-11 15:00:00,Good
10481,2014,5,11,16,8.0,8.0,6.0,25.0,500.0,84.0,14.3,996.3,9.9,0.0,WSW,0.7,Wanliu,2014-05-11 16:00:00,Good
10482,2014,5,11,17,7.0,7.0,6.0,28.0,500.0,81.0,13.9,995.9,10.1,0.0,SW,1.4,Wanliu,2014-05-11 17:00:00,Good
10483,2014,5,11,18,5.0,8.0,7.0,27.0,500.0,76.0,13.3,995.9,10.7,0.0,SW,2.2,Wanliu,2014-05-11 18:00:00,Good
10484,2014,5,11,19,17.0,25.0,6.0,53.0,700.0,56.0,12.8,995.7,10.9,0.0,SW,1.6,Wanliu,2014-05-11 19:00:00,Good
10485,2014,5,11,20,18.0,28.0,6.0,50.0,600.0,59.0,12.5,996.0,10.9,0.0,SW,1.6,Wanliu,2014-05-11 20:00:00,Good
10486,2014,5,11,21,25.0,35.0,5.0,54.0,700.0,46.0,12.2,995.7,10.9,0.0,SSW,1.4,Wanliu,2014-05-11 21:00:00,Good
10487,2014,5,11,22,29.0,35.0,6.0,56.0,700.0,38.0,12.1,996.0,11.2,0.0,SW,1.2,Wanliu,2014-05-11 22:00:00,Good
10488,2014,5,11,23,33.0,34.0,5.0,58.0,700.0,26.0,11.4,995.5,10.8,0.0,WSW,0.0,Wanliu,2014-05-11 23:00:00,Good
10489,2014,5,12,0,26.0,35.0,4.0,61.0,800.0,11.0,11.0,994.8,10.7,0.0,SW,1.0,Wanliu,2014-05-12 00:00:00,Good
10490,2014,5,12,1,31.0,37.0,5.0,72.0,900.0,2.0,11.0,994.4,10.7,0.0,WSW,0.8,Wanliu,2014-05-12 01:00:00,Good
10491,2014,5,12,2,29.0,33.0,5.0,74.0,800.0,2.0,10.8,994.1,10.6,0.0,NE,0.5,Wanliu,2014-05-12 02:00:00,Good
10492,2014,5,12,3,39.0,39.0,6.0,72.0,700.0,2.0,10.5,994.1,10.3,0.0,NE,0.4,Wanliu,2014-05-12 03:00:00,Moderate
10493,2014,5,12,4,25.0,29.0,6.0,60.0,800.0,2.0,9.9,994.2,9.7,0.0,NE,0.1,Wanliu,2014-05-12 04:00:00,Good
10494,2014,5,12,5,29.0,35.0,7.0,55.0,1000.0,2.0,10.3,995.4,10.3,0.0,NE,0.5,Wanliu,2014-05-12 05:00:00,Good
10495,2014,5,12,6,49.0,55.0,8.0,56.0,1100.0,2.0,12.0,996.0,12.0,0.0,NE,1.2,Wanliu,2014-05-12 06:00:00,Moderate
10496,2014,5,12,7,59.0,72.0,8.0,59.0,1300.0,2.0,15.1,996.6,13.0,0.0,W,0.6,Wanliu,2014-05-12 07:00:00,Moderate
10497,2014,5,12,8,63.0,76.0,10.0,90.0,1500.0,2.0,22.4,996.6,9.2,0.0,W,1.6,Wanliu,2014-05-12 08:00:00,Moderate
10498,2014,5,12,9,45.0,45.0,16.0,83.0,1100.0,17.0,26.0,996.8,6.1,0.0,NW,2.3,Wanliu,2014-05-12 09:00:00,Moderate
10499,2014,5,12,10,23.0,23.0,11.0,41.0,500.0,65.0,27.4,996.6,5.6,0.0,WNW,2.0,Wanliu,2014-05-12 10:00:00,Good
10500,2014,5,12,11,13.0,13.0,10.0,28.0,300.0,85.0,28.2,996.0,6.3,0.0,WSW,3.4,Wanliu,2014-05-12 11:00:00,Good
10501,2014,5,12,12,12.0,46.0,10.0,32.0,400.0,94.0,27.7,995.5,8.5,0.0,SSW,2.3,Wanliu,2014-05-12 12:00:00,Good
10502,2014,5,12,13,20.0,44.0,10.0,26.0,300.0,111.0,28.2,994.8,7.4,0.0,S,3.5,Wanliu,2014-05-12 13:00:00,Good
10503,2014,5,12,14,20.0,33.0,9.0,29.0,300.0,116.0,29.0,994.1,10.2,0.0,SW,4.3,Wanliu,2014-05-12 14:00:00,Good
10504,2014,5,12,15,19.0,51.0,9.0,29.0,300.0,123.0,28.8,993.6,9.5,0.0,SW,3.6,Wanliu,2014-05-12 15:00:00,Good
10505,2014,5,12,16,27.0,64.0,6.0,35.0,400.0,130.0,28.5,993.3,9.7,0.0,SW,3.6,Wanliu,2014-05-12 16:00:00,Good
10506,2014,5,12,17,24.0,82.0,7.0,41.0,400.0,128.0,28.0,993.1,10.7,0.0,SW,2.7,Wanliu,2014-05-12 17:00:00,Good
10507,2014,5,12,18,36.0,116.0,10.0,51.0,600.0,122.0,27.1,993.2,11.6,0.0,SW,3.6,Wanliu,2014-05-12 18:00:00,Moderate
10508,2014,5,12,19,40.0,129.0,11.0,59.0,600.0,115.0,25.5,994.1,13.0,0.0,SW,3.3,Wanliu,2014-05-12 19:00:00,Moderate
10509,2014,5,12,20,55.0,170.0,13.0,57.0,700.0,118.0,24.4,995.1,13.3,0.0,SW,2.7,Wanliu,2014-05-12 20:00:00,Moderate
10510,2014,5,12,21,60.0,161.0,14.0,55.0,600.0,97.0,23.3,995.0,13.5,0.0,SW,2.3,Wanliu,2014-05-12 21:00:00,Moderate
10511,2014,5,12,22,59.0,173.0,12.0,66.0,700.0,66.0,23.0,995.2,12.6,0.0,SW,2.0,Wanliu,2014-05-12 22:00:00,Moderate
10512,2014,5,12,23,64.0,159.0,15.0,69.0,800.0,55.0,21.8,995.0,11.2,0.0,SSW,2.8,Wanliu,2014-05-12 23:00:00,Moderate
10513,2014,5,13,0,60.0,153.0,16.0,71.0,700.0,47.0,19.4,994.8,11.2,0.0,SSW,0.9,Wanliu,2014-05-13 00:00:00,Moderate
10514,2014,5,13,1,58.0,141.0,16.0,77.0,800.0,39.0,16.6,995.0,12.7,0.0,WSW,0.7,Wanliu,2014-05-13 01:00:00,Moderate
10515,2014,5,13,2,51.0,136.0,12.0,74.0,700.0,34.0,14.3,994.6,11.6,0.0,WSW,0.1,Wanliu,2014-05-13 02:00:00,Moderate
10516,2014,5,13,3,54.0,127.0,9.0,77.0,700.0,27.0,13.0,994.8,11.6,0.0,ENE,0.6,Wanliu,2014-05-13 03:00:00,Moderate
10517,2014,5,13,4,47.0,123.0,7.0,88.0,700.0,27.0,13.3,995.0,12.5,0.0,ENE,0.7,Wanliu,2014-05-13 04:00:00,Moderate
10518,2014,5,13,5,52.0,163.0,7.0,88.0,900.0,2.0,14.4,995.7,12.6,0.0,NE,1.6,Wanliu,2014-05-13 05:00:00,Moderate
10519,2014,5,13,6,62.0,167.0,8.0,96.0,1000.0,2.0,15.9,995.9,12.1,0.0,NE,1.3,Wanliu,2014-05-13 06:00:00,Moderate
10520,2014,5,13,7,71.0,195.0,8.0,110.0,900.0,2.0,18.8,996.0,12.3,0.0,NE,1.6,Wanliu,2014-05-13 07:00:00,Moderate
10521,2014,5,13,8,77.0,205.0,16.0,105.0,1000.0,2.0,20.4,995.8,12.1,0.0,ESE,0.8,Wanliu,2014-05-13 08:00:00,Unhealthy
10522,2014,5,13,9,72.0,226.0,19.0,95.0,900.0,12.0,22.2,995.3,13.3,0.0,SW,1.6,Wanliu,2014-05-13 09:00:00,Moderate
10523,2014,5,13,10,78.0,216.0,21.0,113.0,1100.0,15.0,24.7,995.0,12.9,0.0,WNW,0.9,Wanliu,2014-05-13 10:00:00,Unhealthy
10524,2014,5,13,11,100.0,185.0,23.0,125.0,1200.0,35.0,26.8,993.9,11.7,0.0,NE,2.8,Wanliu,2014-05-13 11:00:00,Unhealthy
10525,2014,5,13,12,96.0,155.0,21.0,125.0,1200.0,50.0,28.7,993.7,10.4,0.0,NNE,2.2,Wanliu,2014-05-13 12:00:00,Unhealthy
10526,2014,5,13,13,77.0,134.0,20.0,80.0,800.0,82.0,29.7,993.7,4.3,0.0,N,4.3,Wanliu,2014-05-13 13:00:00,Unhealthy
10527,2014,5,13,14,59.0,139.0,19.0,51.0,600.0,103.0,29.8,993.3,3.7,0.0,NNW,4.9,Wanliu,2014-05-13 14:00:00,Moderate
10528,2014,5,13,15,37.0,101.0,12.0,24.0,300.0,116.0,29.8,993.0,2.9,0.0,N,2.4,Wanliu,2014-05-13 15:00:00,Moderate
10529,2014,5,13,16,37.0,110.0,6.0,24.0,300.0,120.0,29.5,992.6,0.1,0.0,N,4.4,Wanliu,2014-05-13 16:00:00,Moderate
10530,2014,5,13,17,23.0,97.0,5.0,22.0,300.0,120.0,28.1,992.8,-1.0,0.0,N,2.8,Wanliu,2014-05-13 17:00:00,Good
10531,2014,5,13,18,20.0,105.0,7.0,26.0,300.0,97.0,26.7,993.2,-3.0,0.0,N,3.4,Wanliu,2014-05-13 18:00:00,Good
10532,2014,5,13,19,23.0,103.0,6.0,32.0,300.0,87.0,25.7,994.9,-3.8,0.0,NNW,2.7,Wanliu,2014-05-13 19:00:00,Good
10533,2014,5,13,20,28.0,127.0,2.0,23.0,300.0,89.0,24.7,996.4,-5.6,0.0,N,2.7,Wanliu,2014-05-13 20:00:00,Good
10534,2014,5,13,21,24.0,96.0,2.0,15.0,200.0,93.0,22.9,997.6,-5.1,0.0,NNE,1.2,Wanliu,2014-05-13 21:00:00,Good
